,Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
437,PIT201904070,CIN,4,1,0,1,1,..CBX,3,2,cervf001,R,desca001,R,,,,53/G,T,2,0,31
438,PIT201904070,CIN,4,1,1,2,1,BFBX,3,2,bellj005,L,desca001,R,,,,HR/8/F,F,23,1,32
439,PIT201904070,CIN,4,1,1,2,1,BFBX,3,3,kangj001,R,desca001,R,,,,7/L+,F,2,0,33
440,PIT201904070,CIN,4,1,2,3,2,BBFFBX,3,3,cabrm002,L,desca001,R,,,,D9/L+,F,21,0,34
441,PIT201904070,CIN,4,1,2,1,0,*BX,3,3,martj009,L,desca001,R,,cabrm002,,S9/L+.2-H;B-2(TH),F,20,1,35
442,PIT201904070,CIN,4,1,2,3,0,VVVV,3,4,gonze004,R,desca001,R,,martj009,,IW,F,15,0,36
443,PIT201904070,CIN,4,1,2,0,2,SSC,3,4,archc001,R,desca001,R,gonze004,martj009,,K,F,3,0,37
448,PIT201904070,CIN,5,1,0,1,0,BH,3,4,fraza001,L,desca001,R,,,,HP,T,16,0,42
449,PIT201904070,CIN,5,1,0,0,0,X,3,4,marts002,R,desca001,R,fraza001,,,4/P,F,2,0,43
450,PIT201904070,CIN,5,1,1,1,2,11BF1CX,3,4,cervf001,R,desca001,R,fraza001,,,S7/F.1-2,F,20,0,44
451,PIT201904070,CIN,5,1,1,1,0,.BX,3,4,bellj005,L,hernd002,R,cervf001,fraza001,,D9/L.2-H;1-3,F,21,1,45
452,PIT201904070,CIN,5,1,1,1,1,*BSX,3,5,kangj001,R,hernd002,R,,bellj005,cervf001,4/P,F,2,0,46
453,PIT201904070,CIN,5,1,2,1,0,BX,3,5,cabrm002,L,hernd002,R,,bellj005,cervf001,S8/G.3-H;2-H,F,20,2,47
454,PIT201904070,CIN,5,1,2,1,1,BCX,3,7,martj009,L,hernd002,R,cabrm002,,,D9/L+.1-3,F,21,0,48
455,PIT201904070,CIN,5,1,2,3,0,VVVV,3,7,gonze004,R,hernd002,R,,martj009,cabrm002,IW,F,15,0,49
456,PIT201904070,CIN,5,1,2,1,2,FBFS,3,7,archc001,R,hernd002,R,gonze004,martj009,cabrm002,K,F,3,0,50
460,PIT201904070,CIN,6,1,0,0,1,FX,3,7,fraza001,L,hernd002,R,,,,8/F,T,2,0,54
461,PIT201904070,CIN,6,1,1,1,2,SFFBX,3,7,marts002,R,hernd002,R,,,,T8/F+,F,22,0,55
462,PIT201904070,CIN,6,1,1,1,1,*BCX,3,7,cervf001,R,hernd002,R,,,marts002,3/P3F,F,2,0,56
463,PIT201904070,CIN,6,1,2,3,0,BBVV,3,7,bellj005,L,hernd002,R,,,marts002,IW,F,15,0,57
464,PIT201904070,CIN,6,1,2,2,2,..C*BS*BS,3,7,kangj001,R,stepr002,R,bellj005,,marts002,K,F,3,0,58
468,PIT201904070,CIN,7,1,0,2,2,CBBCX,3,7,cabrm002,L,stepr002,R,,,,7/F,T,2,0,62
469,PIT201904070,CIN,7,1,1,2,2,BCBSFS,3,7,martj009,L,stepr002,R,,,,K23,F,3,0,63
470,PIT201904070,CIN,7,1,2,0,1,CX,3,7,gonze004,R,stepr002,R,,,,9/L,F,2,0,64
476,PIT201904070,CIN,8,1,0,1,2,..CLBFS,5,7,morac001,L,peraw002,L,,,,K,T,3,0,70
477,PIT201904070,CIN,8,1,1,3,1,BSBBX,5,7,fraza001,L,peraw002,L,,,,S8/G,F,20,0,71
478,PIT201904070,CIN,8,1,1,0,1,1S11,5,7,marts002,R,peraw002,L,fraza001,,,POCS2(136),F,8,0,72
479,PIT201904070,CIN,8,1,2,2,1,1S11.BBX,5,7,marts002,R,peraw002,L,,,,53/G,F,2,0,73
486,PIT201904190,SFN,1,1,0,1,0,BX,0,0,marts002,R,bumgm001,L,,,,8/L+,T,2,0,4
487,PIT201904190,SFN,1,1,1,2,2,CBBSFX,0,0,cabrm002,R,bumgm001,L,,,,53/G,F,2,0,5
488,PIT201904190,SFN,1,1,2,3,2,CBBFFB*B,0,0,kangj001,R,bumgm001,L,,,,W,F,14,0,6
489,PIT201904190,SFN,1,1,2,0,0,X,0,0,bellj005,R,bumgm001,L,kangj001,,,S9/G.1-2,F,20,0,7
490,PIT201904190,SFN,1,1,2,3,2,CBFBFBFX,0,0,cervf001,R,bumgm001,L,bellj005,kangj001,,D7/L.2-H;1-H,F,21,2,8
491,PIT201904190,SFN,1,1,2,0,1,CX,0,2,reyep001,R,bumgm001,L,,cervf001,,S7/L+.2-H;B-2(TH),F,20,1,9
492,PIT201904190,SFN,1,1,2,1,2,FFBFX,0,3,shucj001,L,bumgm001,L,,reyep001,,S8/L.2-H,F,20,1,10
493,PIT201904190,SFN,1,1,2,0,0,C,0,4,gonze004,R,bumgm001,L,shucj001,,,SB2,F,4,0,11
494,PIT201904190,SFN,1,1,2,3,2,C.BBSFBS,0,4,gonze004,R,bumgm001,L,,shucj001,,K,F,3,0,12
499,PIT201904190,SFN,2,1,0,1,2,CBCC,0,4,lylej001,R,bumgm001,L,,,,K,T,3,0,17
500,PIT201904190,SFN,2,1,1,0,0,X,0,4,marts002,R,bumgm001,L,,,,7/F,F,2,0,18
501,PIT201904190,SFN,2,1,2,1,0,BX,0,4,cabrm002,R,bumgm001,L,,,,6/P,F,2,0,19
506,PIT201904190,SFN,3,1,0,0,2,CFS,0,4,kangj001,R,bumgm001,L,,,,K,T,3,0,24
507,PIT201904190,SFN,3,1,1,1,2,BCSX,0,4,bellj005,R,bumgm001,L,,,,63/G,F,2,0,25
508,PIT201904190,SFN,3,1,2,1,2,CSFBFS,0,4,cervf001,R,bumgm001,L,,,,K,F,3,0,26
512,PIT201904190,SFN,4,1,0,2,2,BFBCX,0,4,reyep001,R,bumgm001,L,,,,8/L,T,2,0,30
513,PIT201904190,SFN,4,1,1,1,2,SFBS,0,4,shucj001,L,bumgm001,L,,,,K,F,3,0,31
514,PIT201904190,SFN,4,1,2,0,0,X,0,4,gonze004,R,bumgm001,L,,,,S1/BG-,F,20,0,32
515,PIT201904190,SFN,4,1,2,2,2,BBCSS,0,4,lylej001,R,bumgm001,L,gonze004,,,K,F,3,0,33
519,PIT201904190,SFN,5,1,0,2,2,CSBBX,0,4,marts002,R,bumgm001,L,,,,13/G,T,2,0,37
520,PIT201904190,SFN,5,1,1,1,1,CBX,0,4,cabrm002,R,bumgm001,L,,,,43/G,F,2,0,38
521,PIT201904190,SFN,5,1,2,0,0,X,0,4,kangj001,R,bumgm001,L,,,,S7/L,F,20,0,39
522,PIT201904190,SFN,5,1,2,3,2,BCBFBX,0,4,bellj005,R,bumgm001,L,kangj001,,,53/G,F,2,0,40
526,PIT201904190,SFN,6,1,0,2,2,BFCBS,0,4,cervf001,R,bumgm001,L,,,,K,T,3,0,44
527,PIT201904190,SFN,6,1,1,2,1,BBFX,0,4,reyep001,R,bumgm001,L,,,,6/P,F,2,0,45
528,PIT201904190,SFN,6,1,2,0,0,X,0,4,shucj001,L,bumgm001,L,,,,E6/G,F,18,0,46
529,PIT201904190,SFN,6,1,2,1,1,1FB1,0,4,gonze004,R,bumgm001,L,shucj001,,,POCS2(136),F,8,0,47
535,PIT201904190,SFN,7,1,0,0,0,....X,0,4,gonze004,R,vincn001,R,,,,63/G,T,2,0,53
536,PIT201904190,SFN,7,1,1,2,1,.CBBX,0,4,musgj001,R,vincn001,R,,,,8/L+,F,2,0,54
537,PIT201904190,SFN,7,1,2,1,1,BFX,0,4,marts002,R,vincn001,R,,,,63/G,F,2,0,55
544,PIT201904190,SFN,8,1,0,0,2,CFS,1,4,cabrm002,L,vincn001,R,,,,K,T,3,0,62
545,PIT201904190,SFN,8,1,1,2,2,FBBFFS,1,4,kangj001,R,vincn001,R,,,,K,F,3,0,63
546,PIT201904190,SFN,8,1,2,3,0,BBBB,1,4,bellj005,L,vincn001,R,,,,W,F,14,0,64
547,PIT201904190,SFN,8,1,2,3,1,FBBBX,1,4,cervf001,R,vincn001,R,bellj005,,,9/F,F,2,0,65
554,PIT201904200,SFN,1,1,0,1,1,SBX,0,0,tuckc001,R,holld003,L,,,,7/L,T,2,0,4
555,PIT201904200,SFN,1,1,1,3,2,BSBCFBC,0,0,kangj001,R,holld003,L,,,,K,F,3,0,5
556,PIT201904200,SFN,1,1,2,2,2,CBSBC,0,0,cervf001,R,holld003,L,,,,K,F,3,0,6
562,PIT201904200,SFN,2,1,0,2,2,FCBBS,0,0,bellj005,R,holld003,L,,,,K,T,3,0,12
563,PIT201904200,SFN,2,1,1,0,2,CCS,0,0,reynb001,R,holld003,L,,,,K,F,3,0,13
564,PIT201904200,SFN,2,1,2,1,1,CBX,0,0,shucj001,L,holld003,L,,,,43/G,F,2,0,14
570,PIT201904200,SFN,3,1,0,3,2,CBCBBX,0,0,reyep001,R,holld003,L,,,,63/G,T,2,0,20
571,PIT201904200,SFN,3,1,1,3,2,BFBSBX,0,0,martj009,L,holld003,L,,,,S9/F,F,20,0,21
572,PIT201904200,SFN,3,1,1,0,2,11LSX,0,0,tailj001,R,holld003,L,martj009,,,24/BG/SH.1-2,F,2,0,22
573,PIT201904200,SFN,3,1,2,0,2,CCS,0,0,tuckc001,R,holld003,L,,martj009,,K,F,3,0,23
577,PIT201904200,SFN,4,1,0,1,0,BX,0,0,kangj001,R,holld003,L,,,,HR/7/F,T,23,1,27
578,PIT201904200,SFN,4,1,0,2,2,BBFSX,0,1,cervf001,R,holld003,L,,,,63/G,F,2,0,28
579,PIT201904200,SFN,4,1,1,1,0,BX,0,1,bellj005,R,holld003,L,,,,53/G,F,2,0,29
580,PIT201904200,SFN,4,1,2,1,2,FBSX,0,1,reynb001,R,holld003,L,,,,S7/G,F,20,0,30
581,PIT201904200,SFN,4,1,2,0,2,SC1S,0,1,shucj001,L,holld003,L,reynb001,,,K,F,3,0,31
587,PIT201904200,SFN,5,1,0,3,0,BBBB,1,1,reyep001,R,holld003,L,,,,W,T,14,0,37
588,PIT201904200,SFN,5,1,0,2,1,BBC1X,1,1,martj009,L,holld003,L,reyep001,,,8/F,F,2,0,38
589,PIT201904200,SFN,5,1,1,0,0,X,1,1,tailj001,R,holld003,L,reyep001,,,14/BG/SH.1-2,F,2,0,39
590,PIT201904200,SFN,5,1,2,2,2,SFF*B*BX,1,1,tuckc001,R,holld003,L,,reyep001,,HR/8/F.2-H,F,23,2,40
591,PIT201904200,SFN,5,1,2,0,2,CCC,1,3,kangj001,R,holld003,L,,,,K,F,3,0,41
597,PIT201904210,SFN,1,1,0,1,2,BCSS,0,0,tuckc001,L,rodrd001,R,,,,K,T,3,0,6
598,PIT201904210,SFN,1,1,1,0,1,CX,0,0,cabrm002,L,rodrd001,R,,,,43/G,F,2,0,7
599,PIT201904210,SFN,1,1,2,0,1,CX,0,0,morac001,L,rodrd001,R,,,,43/G,F,2,0,8
604,PIT201904210,SFN,2,1,0,1,0,BX,0,0,bellj005,L,rodrd001,R,,,,63/G,T,2,0,13
605,PIT201904210,SFN,2,1,1,0,2,FCX,0,0,cervf001,R,rodrd001,R,,,,13/G,F,2,0,14
606,PIT201904210,SFN,2,1,2,2,1,BCBX,0,0,kangj001,R,rodrd001,R,,,,63/G,F,2,0,15
611,PIT201904210,SFN,3,1,0,2,1,BBSX,0,0,reynb001,L,rodrd001,R,,,,8/F,T,2,0,20
612,PIT201904210,SFN,3,1,1,2,2,FFBBS,0,0,martj009,L,rodrd001,R,,,,K,F,3,0,21
613,PIT201904210,SFN,3,1,2,2,2,CBCBT,0,0,archc001,R,rodrd001,R,,,,K,F,3,0,22
618,PIT201904210,SFN,4,1,0,2,2,FSBBX,0,0,tuckc001,L,rodrd001,R,,,,D8/L,T,21,0,27
619,PIT201904210,SFN,4,1,0,0,0,X,0,0,cabrm002,L,rodrd001,R,,tuckc001,,43/G.2-3,F,2,0,28
620,PIT201904210,SFN,4,1,1,0,0,X,0,0,morac001,L,rodrd001,R,,,tuckc001,3/G+,F,2,0,29
621,PIT201904210,SFN,4,1,2,2,2,SBFFBX,0,0,bellj005,L,rodrd001,R,,,tuckc001,HR/9/F.3-H,F,23,2,30
622,PIT201904210,SFN,4,1,2,2,1,BBCX,0,2,cervf001,R,rodrd001,R,,,,8/F,F,2,0,31
629,PIT201904210,SFN,5,1,0,0,1,CX,3,2,kangj001,R,rodrd001,R,,,,43/G+,T,2,0,38
630,PIT201904210,SFN,5,1,1,1,0,BX,3,2,reynb001,L,rodrd001,R,,,,S7/G+,F,20,0,39
631,PIT201904210,SFN,5,1,1,1,2,CCBB,3,2,martj009,L,rodrd001,R,reynb001,,,WP.1-2,F,9,0,40
632,PIT201904210,SFN,5,1,1,3,2,CCBB.BX,3,2,martj009,L,rodrd001,R,,reynb001,,8/F,F,2,0,41
633,PIT201904210,SFN,5,1,2,2,2,.CS*BBX,3,2,shucj001,L,rodrd001,R,,reynb001,,63/G+,F,2,0,42
639,PIT201904210,SFN,6,1,0,0,2,CCS,3,2,tuckc001,L,rodrd001,R,,,,K,T,3,0,48
640,PIT201904210,SFN,6,1,1,2,2,BBFFFX,3,2,cabrm002,L,rodrd001,R,,,,9/F,F,2,0,49
641,PIT201904210,SFN,6,1,2,3,2,CBSBBB,3,2,morac001,L,rodrd001,R,,,,W,F,14,0,50
642,PIT201904210,SFN,6,1,2,3,2,.SBSBFFFBB,3,2,bellj005,L,moror001,R,morac001,,,W.1-2,F,14,0,51
643,PIT201904210,SFN,6,1,2,0,2,CFS,3,2,cervf001,R,moror001,R,bellj005,morac001,,K,F,3,0,52
647,PIT201904210,SFN,7,1,0,2,2,FBFFBS,3,2,kangj001,R,moror001,R,,,,K,T,3,0,56
648,PIT201904210,SFN,7,1,1,1,2,CSBX,3,2,reynb001,L,moror001,R,,,,S6/P,F,20,0,57
649,PIT201904210,SFN,7,1,1,1,2,CBFX,3,2,martj009,L,moror001,R,reynb001,,,6/L+,F,2,0,58
650,PIT201904210,SFN,7,1,2,2,1,.CBBX,3,2,fraza001,L,moror001,R,reynb001,,,9/F,F,2,0,59
655,PIT201904210,SFN,8,1,0,2,2,.BFBFFX,3,2,tuckc001,R,watst001,L,,,,63/G,T,2,0,64
656,PIT201904210,SFN,8,1,1,1,2,CBFFT,3,2,cabrm002,R,watst001,L,,,,K,F,3,0,65
657,PIT201904210,SFN,8,1,2,1,0,BX,3,2,morac001,L,watst001,L,,,,9/F,F,2,0,66
663,PIT201904210,SFN,9,1,0,1,0,.BX,3,2,bellj005,R,smitw002,L,,,,63/G,T,2,0,72
664,PIT201904210,SFN,9,1,1,3,1,BBCBB,3,2,cervf001,R,smitw002,L,,,,W,F,14,0,73
665,PIT201904210,SFN,9,1,1,1,1,BCX,3,2,kangj001,R,smitw002,L,cervf001,,,64(1)/FO/G,F,2,0,74
666,PIT201904210,SFN,9,1,2,0,1,CX,3,2,reynb001,R,smitw002,L,kangj001,,,D9/L+.1XH(942/TH),F,21,0,75
671,PIT201904220,ARI,1,1,0,0,0,X,0,0,fraza001,L,godlz001,R,,,,3/G-,T,2,0,5
672,PIT201904220,ARI,1,1,1,3,1,BBFBB,0,0,cabrm002,L,godlz001,R,,,,W,F,14,0,6
673,PIT201904220,ARI,1,1,1,1,1,BCX,0,0,polag001,L,godlz001,R,cabrm002,,,S7/G.1-2,F,20,0,7
674,PIT201904220,ARI,1,1,1,3,0,*B*BBB,0,0,bellj005,L,godlz001,R,polag001,cabrm002,,W.2-3;1-2,F,14,0,8
675,PIT201904220,ARI,1,1,1,3,2,SBFFF*BBS,0,0,morac001,L,godlz001,R,bellj005,polag001,cabrm002,K,F,3,0,9
676,PIT201904220,ARI,1,1,2,1,0,*BX,0,0,reynb001,L,godlz001,R,bellj005,polag001,cabrm002,43/G,F,2,0,10
682,PIT201904220,ARI,2,1,0,2,1,BFBX,0,0,diaze005,R,godlz001,R,,,,7/F,T,2,0,16
683,PIT201904220,ARI,2,1,1,3,2,BFFBBX,0,0,tuckc001,L,godlz001,R,,,,D9/G,F,21,0,17
684,PIT201904220,ARI,2,1,1,3,0,BB*BB,0,0,musgj001,R,godlz001,R,,tuckc001,,W,F,14,0,18
685,PIT201904220,ARI,2,1,1,1,2,CFBX,0,0,fraza001,L,godlz001,R,musgj001,tuckc001,,7/L,F,2,0,19
686,PIT201904220,ARI,2,1,2,3,2,BBCBFX,0,0,cabrm002,L,godlz001,R,musgj001,tuckc001,,31/G,F,2,0,20
691,PIT201904220,ARI,3,1,0,3,2,BBCSBFFB,1,0,polag001,L,godlz001,R,,,,W,T,14,0,25
692,PIT201904220,ARI,3,1,0,2,0,B*BX,1,0,bellj005,L,godlz001,R,polag001,,,13/G-.1-2,F,2,0,26
693,PIT201904220,ARI,3,1,1,1,1,CBX,1,0,morac001,L,godlz001,R,,polag001,,D9/L.2-H,F,21,1,27
694,PIT201904220,ARI,3,1,1,3,0,B*BBX,1,1,reynb001,L,godlz001,R,,morac001,,7/F,F,2,0,28
695,PIT201904220,ARI,3,1,2,2,2,BFSBX,1,1,diaze005,R,godlz001,R,,morac001,,S8/L.2-H,F,20,1,29
696,PIT201904220,ARI,3,1,2,0,0,X,1,2,tuckc001,L,godlz001,R,diaze005,,,7/F,F,2,0,30
700,PIT201904220,ARI,4,1,0,0,2,CCS,1,2,musgj001,R,godlz001,R,,,,K,T,3,0,34
701,PIT201904220,ARI,4,1,1,1,2,CSBFX,1,2,fraza001,L,godlz001,R,,,,63/G,F,2,0,35
702,PIT201904220,ARI,4,1,2,0,0,X,1,2,cabrm002,L,godlz001,R,,,,3/L,F,2,0,36
706,PIT201904220,ARI,5,1,0,3,2,CBFBFFFFBFX,1,2,polag001,L,godlz001,R,,,,D9/L,T,21,0,40
707,PIT201904220,ARI,5,1,0,2,1,FBBX,1,2,bellj005,L,godlz001,R,,polag001,,T8/L+.2-H,F,22,1,41
708,PIT201904220,ARI,5,1,0,1,1,FBX,1,3,morac001,L,godlz001,R,,,bellj005,S7/G.3-H,F,20,1,42
709,PIT201904220,ARI,5,1,0,1,1,.F*B1X,1,4,reynb001,L,andrm001,R,morac001,,,D7/L.1-3,F,21,0,43
710,PIT201904220,ARI,5,1,0,0,0,X,1,4,diaze005,R,andrm001,R,,reynb001,morac001,53/G,F,2,0,44
711,PIT201904220,ARI,5,1,1,3,0,VVVV,1,4,tuckc001,L,andrm001,R,,reynb001,morac001,IW,F,15,0,45
712,PIT201904220,ARI,5,1,1,2,2,SFBBS,1,4,musgj001,R,andrm001,R,tuckc001,reynb001,morac001,K,F,3,0,46
713,PIT201904220,ARI,5,1,2,1,1,BCX,1,4,fraza001,L,andrm001,R,tuckc001,reynb001,morac001,7/F,F,2,0,47
718,PIT201904220,ARI,6,1,0,1,1,CBX,1,4,cabrm002,L,andrm001,R,,,,13/G-,T,2,0,52
719,PIT201904220,ARI,6,1,1,2,0,BBX,1,4,polag001,L,andrm001,R,,,,3/G,F,2,0,53
720,PIT201904220,ARI,6,1,2,0,2,CCS,1,4,bellj005,L,andrm001,R,,,,K,F,3,0,54
731,PIT201904220,ARI,7,1,0,2,2,...BCFFBX,8,4,morac001,L,hiray001,R,,,,3/G,T,2,0,65
732,PIT201904220,ARI,7,1,1,0,2,CSS,8,4,reynb001,L,hiray001,R,,,,K23,F,3,0,66
733,PIT201904220,ARI,7,1,2,1,2,CCBS,8,4,diaze005,R,hiray001,R,,,,K,F,3,0,67
744,PIT201904220,ARI,8,1,0,1,1,....CBX,12,4,tuckc001,L,lopey001,R,,,,63/G,T,2,0,78
745,PIT201904220,ARI,8,1,1,1,0,BX,12,4,shucj001,L,lopey001,R,,,,8/F,F,2,0,79
746,PIT201904220,ARI,8,1,2,2,1,BFBX,12,4,fraza001,L,lopey001,R,,,,S68/L,F,20,0,80
747,PIT201904220,ARI,8,1,2,1,2,CBFS,12,4,martj009,L,lopey001,R,fraza001,,,K,F,3,0,81
753,PIT201904220,ARI,9,1,0,1,1,.SBX,12,4,polag001,L,kochm001,R,,,,7/F,T,2,0,87
754,PIT201904220,ARI,9,1,1,3,2,FBFBBX,12,4,bellj005,L,kochm001,R,,,,9/F,F,2,0,88
755,PIT201904220,ARI,9,1,2,3,2,BBFCBFFC,12,4,morac001,L,kochm001,R,,,,K,F,3,0,89
759,PIT201904230,ARI,1,1,0,1,2,CFFFBX,0,0,fraza001,L,weavl001,R,,,,9/F,T,2,0,4
760,PIT201904230,ARI,1,1,1,1,0,BX,0,0,cabrm002,L,weavl001,R,,,,D9/F,F,21,0,5
761,PIT201904230,ARI,1,1,1,3,2,S*B*BCBFX,0,0,polag001,L,weavl001,R,,cabrm002,,3/P,F,2,0,6
762,PIT201904230,ARI,1,1,2,2,0,B*BX,0,0,bellj005,L,weavl001,R,,cabrm002,,31/G,F,2,0,7
766,PIT201904230,ARI,2,1,0,0,1,CX,0,0,morac001,L,weavl001,R,,,,S65/P,T,20,0,11
767,PIT201904230,ARI,2,1,0,1,2,B1FSS,0,0,reynb001,L,weavl001,R,morac001,,,K,F,3,0,12
768,PIT201904230,ARI,2,1,1,1,2,FCBX,0,0,cervf001,R,weavl001,R,morac001,,,D7/L.1-H,F,21,1,13
769,PIT201904230,ARI,2,1,1,3,2,BFB*BCS,0,1,tuckc001,L,weavl001,R,,cervf001,,K,F,3,0,14
770,PIT201904230,ARI,2,1,2,1,2,CBSC,0,1,willt002,R,weavl001,R,,cervf001,,K,F,3,0,15
774,PIT201904230,ARI,3,1,0,2,2,CBFBX,0,1,fraza001,L,weavl001,R,,,,S8/L,T,20,0,19
775,PIT201904230,ARI,3,1,0,2,2,1CB1FBX,0,1,cabrm002,L,weavl001,R,fraza001,,,13/G.1-2,F,2,0,20
776,PIT201904230,ARI,3,1,1,0,1,CX,0,1,polag001,L,weavl001,R,,fraza001,,S7/L.2-3,F,20,0,21
777,PIT201904230,ARI,3,1,1,2,2,BS1BCT,0,1,bellj005,L,weavl001,R,polag001,,fraza001,K,F,3,0,22
778,PIT201904230,ARI,3,1,2,0,0,X,0,1,morac001,L,weavl001,R,polag001,,fraza001,43/G,F,2,0,23
784,PIT201904230,ARI,4,1,0,1,0,BX,1,1,reynb001,L,weavl001,R,,,,S9/G+,T,20,0,29
785,PIT201904230,ARI,4,1,0,0,0,.1X,1,1,cervf001,R,weavl001,R,martj009,,,64(1)3/GDP,F,2,0,30
786,PIT201904230,ARI,4,1,2,2,1,BBCX,1,1,tuckc001,L,weavl001,R,,,,7/F,F,2,0,31
790,PIT201904230,ARI,5,1,0,0,2,CFT,1,1,willt002,R,weavl001,R,,,,K,T,3,0,35
791,PIT201904230,ARI,5,1,1,0,2,CCFFX,1,1,fraza001,L,weavl001,R,,,,6/L,F,2,0,36
792,PIT201904230,ARI,5,1,2,2,1,BBCX,1,1,cabrm002,L,weavl001,R,,,,43/G,F,2,0,37
799,PIT201904230,ARI,6,1,0,2,1,BCBX,2,1,polag001,L,weavl001,R,,,,3/G,T,2,0,44
800,PIT201904230,ARI,6,1,1,0,2,SST,2,1,bellj005,L,weavl001,R,,,,K,F,3,0,45
801,PIT201904230,ARI,6,1,2,0,1,CX,2,1,morac001,L,weavl001,R,,,,31/G-,F,2,0,46
805,PIT201904230,ARI,7,1,0,0,2,FCS,2,1,martj009,L,weavl001,R,,,,K,T,3,0,50
806,PIT201904230,ARI,7,1,1,3,2,BCBBFFB,2,1,cervf001,R,weavl001,R,,,,W,F,14,0,51
807,PIT201904230,ARI,7,1,1,0,0,.X,2,1,tuckc001,R,chafa001,L,cervf001,,,64(1)3/GDP,F,2,0,52
813,PIT201904230,ARI,8,1,0,3,0,..BBBB,2,1,shucj001,L,brada001,R,,,,W,T,14,0,58
814,PIT201904230,ARI,8,1,0,0,1,CX,2,1,fraza001,L,brada001,R,shucj001,,,6/P,F,2,0,59
815,PIT201904230,ARI,8,1,1,0,2,CFFS,2,1,cabrm002,L,brada001,R,shucj001,,,K,F,3,0,60
816,PIT201904230,ARI,8,1,2,2,0,BBX,2,1,polag001,L,brada001,R,shucj001,,,S4/G+.1-2,F,20,0,61
817,PIT201904230,ARI,8,1,2,2,2,BCBCS,2,1,bellj005,L,brada001,R,polag001,shucj001,,K,F,3,0,62
822,PIT201904230,ARI,9,1,0,1,2,.BFCX,2,1,morac001,L,hollg001,R,,,,4/P3F,T,2,0,67
823,PIT201904230,ARI,9,1,1,3,2,BBBCSFB,2,1,martj009,L,hollg001,R,,,,W,F,14,0,68
824,PIT201904230,ARI,9,1,1,0,2,CSB,2,1,cervf001,R,hollg001,R,martj009,,,WP.1-2,F,9,0,69
825,PIT201904230,ARI,9,1,1,1,2,CSB.S,2,1,cervf001,R,hollg001,R,,martj009,,K,F,3,0,70
826,PIT201904230,ARI,9,1,2,1,1,.*BSX,2,1,kangj001,R,hollg001,R,,martj009,,7/F,F,2,0,71
833,PIT201904240,ARI,1,1,0,1,0,BX,2,0,fraza001,L,kellm002,R,,,,8/L+,T,2,0,7
834,PIT201904240,ARI,1,1,1,2,1,BBCX,2,0,cabrm002,L,kellm002,R,,,,31/G,F,2,0,8
835,PIT201904240,ARI,1,1,2,1,2,CBCFX,2,0,morac001,L,kellm002,R,,,,S9/L+,F,20,0,9
836,PIT201904240,ARI,1,1,2,3,0,BBBB,2,0,bellj005,L,kellm002,R,morac001,,,W.1-2,F,14,0,10
837,PIT201904240,ARI,1,1,2,3,2,BCBBFS,2,0,cervf001,R,kellm002,R,bellj005,morac001,,K,F,3,0,11
844,PIT201904240,ARI,2,1,0,0,0,X,4,0,kangj001,R,kellm002,R,,,,D7/G,T,21,0,18
845,PIT201904240,ARI,2,1,0,2,2,BSSBX,4,0,martj009,L,kellm002,R,,kangj001,,43/G.2-3,F,2,0,19
846,PIT201904240,ARI,2,1,1,0,2,CFS,4,0,tuckc001,L,kellm002,R,,,kangj001,K,F,3,0,20
847,PIT201904240,ARI,2,1,2,1,2,CCBC,4,0,lylej001,R,kellm002,R,,,kangj001,K,F,3,0,21
852,PIT201904240,ARI,3,1,0,2,0,BBX,4,0,fraza001,L,kellm002,R,,,,31/G,T,2,0,26
853,PIT201904240,ARI,3,1,1,0,0,X,4,0,cabrm002,L,kellm002,R,,,,13/G,F,2,0,27
854,PIT201904240,ARI,3,1,2,0,2,CSX,4,0,morac001,L,kellm002,R,,,,9/L,F,2,0,28
858,PIT201904240,ARI,4,1,0,1,0,BX,4,0,bellj005,L,kellm002,R,,,,HR/8/F,T,23,1,32
859,PIT201904240,ARI,4,1,0,0,2,CCX,4,1,cervf001,R,kellm002,R,,,,53/G,F,2,0,33
860,PIT201904240,ARI,4,1,1,3,2,BSBCBFB,4,1,kangj001,R,kellm002,R,,,,W,F,14,0,34
861,PIT201904240,ARI,4,1,1,0,0,X,4,1,martj009,L,kellm002,R,kangj001,,,9/F,F,2,0,35
862,PIT201904240,ARI,4,1,2,0,1,FX,4,1,tuckc001,L,kellm002,R,kangj001,,,6(1)/FO/G+,F,2,0,36
867,PIT201904240,ARI,5,1,0,2,1,.BBCX,5,1,shucj001,L,kellm002,R,,,,3/G,T,2,0,41
868,PIT201904240,ARI,5,1,1,0,1,CX,5,1,fraza001,L,kellm002,R,,,,S8/L,F,20,0,42
869,PIT201904240,ARI,5,1,1,2,2,BBCCFX,5,1,cabrm002,L,kellm002,R,fraza001,,,S9/L.1-2,F,20,0,43
870,PIT201904240,ARI,5,1,1,2,1,BBFX,5,1,morac001,L,kellm002,R,cabrm002,fraza001,,5/P/IF,F,2,0,44
871,PIT201904240,ARI,5,1,2,2,0,BBX,5,1,bellj005,L,kellm002,R,cabrm002,fraza001,,31/G,F,2,0,45
