,Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
6019,PIT201909190,SEA,3,1,0,0,1,CX,4,4,osunj001,R,kikuy001,L,,,,43/G,T,2,0,28
6020,PIT201909190,SEA,3,1,1,0,0,X,4,4,morac001,L,kikuy001,L,,,,S6/G,F,20,0,29
6021,PIT201909190,SEA,3,1,1,3,2,*BSBC*BFX,4,4,diaze005,R,kikuy001,L,morac001,,,5/L,F,2,0,30
6022,PIT201909190,SEA,3,1,2,1,1,BFX,4,4,tuckc001,R,kikuy001,L,morac001,,,23/G-,F,2,0,31
6026,PIT201909190,SEA,4,1,0,2,1,BBFX,4,4,elmoj001,R,kikuy001,L,,,,1/BP,T,2,0,35
6027,PIT201909190,SEA,4,1,1,3,1,FBBBX,4,4,gonze004,R,kikuy001,L,,,,S9/G,F,20,0,36
6028,PIT201909190,SEA,4,1,1,0,0,X,4,4,musgj001,R,kikuy001,L,gonze004,,,7/L,F,2,0,37
6029,PIT201909190,SEA,4,1,2,0,0,X,4,4,newmk001,R,kikuy001,L,gonze004,,,S3/BG-.1-2,F,20,0,38
6030,PIT201909190,SEA,4,1,2,3,1,S*B*B*BB,4,4,reynb001,R,kikuy001,L,newmk001,gonze004,,W.2-3;1-2,F,14,0,39
6031,PIT201909190,SEA,4,1,2,1,2,BFTX,4,4,osunj001,R,kikuy001,L,reynb001,newmk001,gonze004,3/G,F,2,0,40
6036,PIT201909190,SEA,5,1,0,0,0,.X,4,4,morac001,L,grotz001,R,,,,43/G,T,2,0,45
6037,PIT201909190,SEA,5,1,1,3,2,BCBFBFB,4,4,diaze005,R,grotz001,R,,,,W,F,14,0,46
6038,PIT201909190,SEA,5,1,1,1,1,*BSX,4,4,tuckc001,L,grotz001,R,diaze005,,,3/G.1-2,F,2,0,47
6039,PIT201909190,SEA,5,1,2,0,1,CX,4,4,elmoj001,R,grotz001,R,,diaze005,,S7/L.2-H;BX2(724/TH),F,20,1,48
6045,PIT201909190,SEA,6,1,0,0,2,.CSS,4,5,gonze004,R,altad001,R,,,,K,T,3,0,54
6046,PIT201909190,SEA,6,1,1,2,2,.BFFBFFFX,4,5,josec001,L,altad001,R,,,,8/F,F,2,0,55
6047,PIT201909190,SEA,6,1,2,2,2,BBCFFT,4,5,newmk001,R,altad001,R,,,,K,F,3,0,56
6054,PIT201909190,SEA,7,1,0,0,1,....CX,5,5,reynb001,R,guilt001,L,,,,13/G,T,2,0,63
6055,PIT201909190,SEA,7,1,1,0,1,FX,5,5,osunj001,R,guilt001,L,,,,S9/G,F,20,0,64
6056,PIT201909190,SEA,7,1,1,0,2,CFX,5,5,morac001,L,guilt001,L,osunj001,,,26(1)/FO/G-,F,2,0,65
6057,PIT201909190,SEA,7,1,2,3,0,BBBX,5,5,diaze005,R,guilt001,L,morac001,,,53/G,F,2,0,66
6061,PIT201909190,SEA,8,1,0,0,0,.....X,5,5,tuckc001,L,adama002,R,,,,8/F,T,2,0,70
6062,PIT201909190,SEA,8,1,1,0,0,X,5,5,elmoj001,R,adama002,R,,,,S7/G,F,20,0,71
6063,PIT201909190,SEA,8,1,1,0,0,X,5,5,gonze004,R,adama002,R,elmoj001,,,14(1)/FO/G.B-2(E4/TH),F,2,0,72
6064,PIT201909190,SEA,8,1,2,0,2,.CFS,5,5,fraza001,L,adama002,R,,gonze004,,K,F,3,0,73
6071,PIT201909190,SEA,9,1,0,1,2,...CFBX,5,5,newmk001,R,bassa001,R,,,,9/L,T,2,0,80
6072,PIT201909190,SEA,9,1,1,2,2,BBFFS,5,5,reynb001,L,bassa001,R,,,,K,F,3,0,81
6073,PIT201909190,SEA,9,1,2,1,2,SCBS,5,5,osunj001,R,bassa001,R,,,,K,F,3,0,82
6078,PIT201909190,SEA,10,1,0,0,0,.X,5,5,morac001,L,brenb003,R,,,,9/F,T,2,0,87
6079,PIT201909190,SEA,10,1,1,3,2,BSBSBS,5,5,diaze005,R,brenb003,R,,,,K,F,3,0,88
6080,PIT201909190,SEA,10,1,2,1,0,BX,5,5,tuckc001,L,brenb003,R,,,,43/G,F,2,0,89
6085,PIT201909190,SEA,11,1,0,1,2,...CCBS,6,5,elmoj001,R,swane001,R,,,,K,T,3,0,94
6086,PIT201909190,SEA,11,1,1,3,0,BBBB,6,5,gonze004,R,swane001,R,,,,W,F,14,0,95
6087,PIT201909190,SEA,11,1,1,1,2,CBFFT,6,5,kramk001,L,swane001,R,gonze004,,,K,F,3,0,96
6088,PIT201909190,SEA,11,1,2,3,2,FCBFFBFF1FBS,6,5,newmk001,R,swane001,R,gonze004,,,K,F,3,0,97
6095,PIT201909240,CHN,1,1,0,0,1,CX,0,0,newmk001,R,hendk001,R,,,,E6/G,T,18,0,7
6096,PIT201909240,CHN,1,1,0,0,0,1X,0,0,reynb001,L,hendk001,R,newmk001,,,7/F,F,2,0,8
6097,PIT201909240,CHN,1,1,1,1,1,BF11S,0,0,fraza001,L,hendk001,R,newmk001,,,SB2,F,4,0,9
6098,PIT201909240,CHN,1,1,1,1,2,BF11S.FX,0,0,fraza001,L,hendk001,R,,newmk001,,9/F.2-3,F,2,0,10
6099,PIT201909240,CHN,1,1,2,0,0,X,0,0,osunj001,R,hendk001,R,,,newmk001,13/G-,F,2,0,11
6103,PIT201909240,CHN,2,1,0,0,2,SFX,0,0,morac001,L,hendk001,R,,,,5/P5F,T,2,0,15
6104,PIT201909240,CHN,2,1,1,1,2,CFFBFX,0,0,stalj001,R,hendk001,R,,,,8/L,F,2,0,16
6105,PIT201909240,CHN,2,1,2,2,1,FBBX,0,0,kramk001,L,hendk001,R,,,,E5/P.BX2(54),F,18,0,17
6111,PIT201909240,CHN,3,1,0,2,2,BBSFS,0,0,gonze004,R,hendk001,R,,,,K,T,3,0,23
6112,PIT201909240,CHN,3,1,1,0,2,CTC,0,0,kellm003,R,hendk001,R,,,,K,F,3,0,24
6113,PIT201909240,CHN,3,1,2,1,0,BX,0,0,newmk001,R,hendk001,R,,,,13/G,F,2,0,25
6119,PIT201909240,CHN,4,1,0,0,1,CX,1,0,reynb001,L,hendk001,R,,,,43/G,T,2,0,31
6120,PIT201909240,CHN,4,1,1,1,2,BCFS,1,0,fraza001,L,hendk001,R,,,,K23,F,3,0,32
6121,PIT201909240,CHN,4,1,2,0,1,CX,1,0,osunj001,R,hendk001,R,,,,E6/G,F,18,0,33
6122,PIT201909240,CHN,4,1,2,1,1,BCX,1,0,morac001,L,hendk001,R,osunj001,,,5/P,F,2,0,34
6128,PIT201909240,CHN,5,1,0,0,2,CFFS,1,0,stalj001,R,hendk001,R,,,,K,T,3,0,40
6129,PIT201909240,CHN,5,1,1,2,2,FFBFFFBS,1,0,kramk001,L,hendk001,R,,,,K,F,3,0,41
6130,PIT201909240,CHN,5,1,2,2,0,BBX,1,0,gonze004,R,hendk001,R,,,,9/F,F,2,0,42
6134,PIT201909240,CHN,6,1,0,1,1,.BCX,1,0,josec001,L,hendk001,R,,,,7/F,T,2,0,46
6135,PIT201909240,CHN,6,1,1,1,1,CBX,1,0,newmk001,R,hendk001,R,,,,S8/L+,F,20,0,47
6136,PIT201909240,CHN,6,1,1,0,0,X,1,0,reynb001,L,hendk001,R,newmk001,,,5/L-,F,2,0,48
6137,PIT201909240,CHN,6,1,2,0,0,11,1,0,fraza001,L,hendk001,R,newmk001,,,PO1(13),F,8,0,49
6141,PIT201909240,CHN,7,1,0,0,0,.X,1,0,fraza001,L,hendk001,R,,,,D8/L,T,21,0,53
6142,PIT201909240,CHN,7,1,0,0,2,CCFX,1,0,osunj001,R,hendk001,R,,fraza001,,S6/G.2-3,F,20,0,54
6143,PIT201909240,CHN,7,1,0,0,0,X,1,0,morac001,L,hendk001,R,osunj001,,fraza001,S7/L.3-H;1-2,F,20,1,55
6144,PIT201909240,CHN,7,1,0,0,0,X,1,1,stalj001,R,hendk001,R,morac001,osunj001,,S9/F.2-3;1-2,F,20,0,56
6145,PIT201909240,CHN,7,1,0,3,2,FC*BBFBX,1,1,kramk001,L,hendk001,R,stalj001,morac001,osunj001,D9/L.3-H;2-H;1-3,F,21,2,57
6146,PIT201909240,CHN,7,1,0,3,2,F*BS*BBX,1,3,gonze004,R,hendk001,R,,kramk001,stalj001,E4/G+.3-H(NR);2-H(NR)(UR),F,18,0,58
6147,PIT201909240,CHN,7,1,0,2,2,..1BBCCX,1,5,reyep001,R,pheld001,R,gonze004,,,S49/L.1-2,F,20,0,59
6148,PIT201909240,CHN,7,1,0,1,1,BCX,1,5,newmk001,R,pheld001,R,reyep001,gonze004,,64(1)/FO/G.2-3,F,2,0,60
6149,PIT201909240,CHN,7,1,1,0,1,.CX,1,5,reynb001,R,hultd001,L,newmk001,,gonze004,FC1/G.3-H(UR);1-3(E1/TH),F,19,1,61
6150,PIT201909240,CHN,7,1,1,1,2,F1BFFX,1,6,fraza001,L,hultd001,L,reynb001,,newmk001,S8/G.3-H(UR);1-2,F,20,1,62
6151,PIT201909240,CHN,7,1,1,3,1,BBFBB,1,7,osunj001,R,hultd001,L,fraza001,reynb001,,W.2-3;1-2,F,14,0,63
6152,PIT201909240,CHN,7,1,1,0,2,FSFC,1,7,morac001,L,hultd001,L,osunj001,fraza001,reynb001,K,F,3,0,64
6153,PIT201909240,CHN,7,1,2,2,1,..S*BBX,1,7,stalj001,R,norwj001,R,osunj001,fraza001,reynb001,9/F,F,2,0,65
6160,PIT201909240,CHN,8,1,0,3,2,.CBBFBFFX,2,7,elmoj001,R,norwj001,R,,,,S5/G-,T,20,0,72
6161,PIT201909240,CHN,8,1,0,3,2,FBBFFBX,2,7,gonze004,R,norwj001,R,elmoj001,,,HR/8/F.1-H,F,23,2,73
6162,PIT201909240,CHN,8,1,0,3,2,CBSFBBFFS,2,9,reyep001,R,norwj001,R,,,,K,F,3,0,74
6163,PIT201909240,CHN,8,1,1,1,2,.BSSX,2,9,newmk001,R,holld003,L,,,,9/F,F,2,0,75
6164,PIT201909240,CHN,8,1,2,3,2,FCBBFFBX,2,9,reynb001,R,holld003,L,,,,9/F,F,2,0,76
6173,PIT201909250,CHN,1,1,0,1,1,BFX,0,0,newmk001,R,lestj001,L,,,,43/G,T,2,0,4
6174,PIT201909250,CHN,1,1,1,2,2,CSBFBX,0,0,reynb001,R,lestj001,L,,,,53/G,F,2,0,5
6175,PIT201909250,CHN,1,1,2,0,2,CSX,0,0,fraza001,L,lestj001,L,,,,43/G,F,2,0,6
6181,PIT201909250,CHN,2,1,0,3,2,CBFBBFFS,1,0,osunj001,R,lestj001,L,,,,K,T,3,0,12
6182,PIT201909250,CHN,2,1,1,3,2,CBFBFFBX,1,0,reyep001,R,lestj001,L,,,,D8/L,F,21,0,13
6183,PIT201909250,CHN,2,1,1,1,1,FBX,1,0,gonze004,R,lestj001,L,,reyep001,,S7/L+.2XH(72/TH);B-2(TH),F,20,0,14
6184,PIT201909250,CHN,2,1,2,3,1,BCBBX,1,0,elmoj001,R,lestj001,L,,gonze004,,63/G,F,2,0,15
6188,PIT201909250,CHN,3,1,0,2,2,.CBCBFFX,1,0,baros002,R,lestj001,L,,,,7/F,T,2,0,19
6189,PIT201909250,CHN,3,1,1,0,0,X,1,0,agrad001,R,lestj001,L,,,,S8/G,F,20,0,20
6190,PIT201909250,CHN,3,1,1,2,2,*BFFFBX,1,0,newmk001,R,lestj001,L,agrad001,,,9/F,F,2,0,21
6191,PIT201909250,CHN,3,1,2,2,2,BCF*BX,1,0,kramk001,L,lestj001,L,agrad001,,,8/F,F,2,0,22
6195,PIT201909250,CHN,4,1,0,0,0,X,1,0,fraza001,L,lestj001,L,,,,S8/G,T,20,0,26
6196,PIT201909250,CHN,4,1,0,0,1,CX,1,0,osunj001,R,lestj001,L,fraza001,,,54(1)/FO/G,F,2,0,27
6197,PIT201909250,CHN,4,1,1,2,2,BBTSS,1,0,reyep001,R,lestj001,L,osunj001,,,K,F,3,0,28
6198,PIT201909250,CHN,4,1,2,0,0,X,1,0,gonze004,R,lestj001,L,osunj001,,,D7/L.1-H;B-3(TH),F,21,1,29
6199,PIT201909250,CHN,4,1,2,3,2,BCBBCX,1,1,elmoj001,R,lestj001,L,,,gonze004,S7/L.3-H,F,20,1,30
6200,PIT201909250,CHN,4,1,2,3,2,SC*B+1BBX,1,2,baros002,R,lestj001,L,elmoj001,,,S8/G.1-3,F,20,0,31
6201,PIT201909250,CHN,4,1,2,0,2,FSS,1,2,agrad001,R,lestj001,L,baros002,,elmoj001,K,F,3,0,32
6207,PIT201909250,CHN,5,1,0,1,1,CBX,1,2,newmk001,R,lestj001,L,,,,43/G,T,2,0,38
6208,PIT201909250,CHN,5,1,1,0,1,CX,1,2,kramk001,L,lestj001,L,,,,63/G,F,2,0,39
6209,PIT201909250,CHN,5,1,2,1,2,CBCS,1,2,fraza001,L,lestj001,L,,,,K,F,3,0,40
6214,PIT201909250,CHN,6,1,0,2,1,BBFX,1,2,osunj001,R,lestj001,L,,,,53/G,T,2,0,45
6215,PIT201909250,CHN,6,1,1,3,2,BSSBFBX,1,2,reyep001,R,lestj001,L,,,,7/F,F,2,0,46
6216,PIT201909250,CHN,6,1,2,1,0,BX,1,2,gonze004,R,lestj001,L,,,,S2/G-,F,20,0,47
6217,PIT201909250,CHN,6,1,2,2,2,BCBFFX,1,2,elmoj001,R,lestj001,L,gonze004,,,7/F,F,2,0,48
6222,PIT201909250,CHN,7,1,0,2,2,.FBCFBFS,2,2,baros002,R,kintb001,R,,,,K,T,3,0,53
6223,PIT201909250,CHN,7,1,1,2,1,.BFBX,2,2,josec001,L,kintb001,R,,,,9/F,F,2,0,54
6224,PIT201909250,CHN,7,1,2,0,1,CX,2,2,newmk001,R,kintb001,R,,,,T78/F,F,22,0,55
6225,PIT201909250,CHN,7,1,2,1,2,..CSBFFX,2,2,cabrm002,R,wiecb001,L,,,newmk001,43/G,F,2,0,56
6231,PIT201909250,CHN,8,1,0,1,2,..CFBX,2,2,fraza001,L,wiecb001,L,,,,8/F,T,2,0,62
6232,PIT201909250,CHN,8,1,1,3,2,FCBFBB*B,2,2,osunj001,R,wiecb001,L,,,,W,F,14,0,63
6233,PIT201909250,CHN,8,1,1,3,1,.CBBBB,2,2,reyep001,R,pheld001,R,osunj001,,,W.1-2,F,14,0,64
6234,PIT201909250,CHN,8,1,1,0,2,CFFB,2,2,gonze004,R,pheld001,R,reyep001,osunj001,,WP.2-3;1-2,F,9,0,65
6235,PIT201909250,CHN,8,1,1,1,2,CFFB.B,2,2,gonze004,R,pheld001,R,,reyep001,osunj001,WP.3-H(NR);2-3,F,9,0,66
6236,PIT201909250,CHN,8,1,1,2,2,CFFB.B.X,2,3,gonze004,R,pheld001,R,,,reyep001,7/F/SF.3-H,F,2,1,67
6237,PIT201909250,CHN,8,1,2,3,2,SFFBBFB*B,2,4,elmoj001,R,pheld001,R,,,,W,F,14,0,68
6238,PIT201909250,CHN,8,1,2,1,2,1SBFS,2,4,baros002,R,pheld001,R,elmoj001,,,K,F,3,0,69
6246,PIT201909260,CHN,1,1,0,0,0,X,0,0,newmk001,R,quinj001,L,,,,9/F,T,2,0,5
6247,PIT201909260,CHN,1,1,1,1,0,BX,0,0,fraza001,L,quinj001,L,,,,8/L,F,2,0,6
6248,PIT201909260,CHN,1,1,2,0,2,CCFX,0,0,cabrm002,R,quinj001,L,,,,S7/L,F,20,0,7
6249,PIT201909260,CHN,1,1,2,0,1,CX,0,0,osunj001,R,quinj001,L,cabrm002,,,S9/L.1-3,F,20,0,8
6250,PIT201909260,CHN,1,1,2,2,2,CCBBX,0,0,reyep001,R,quinj001,L,osunj001,,cabrm002,T8/L.3-H;1-H,F,22,2,9
6251,PIT201909260,CHN,1,1,2,0,0,X,0,2,stalj001,R,quinj001,L,,,reyep001,53/G,F,2,0,10
6255,PIT201909260,CHN,2,1,0,2,1,CBBX,0,2,elmoj001,R,quinj001,L,,,,9/L,T,2,0,14
6256,PIT201909260,CHN,2,1,1,2,2,CBFBC,0,2,gonze004,R,quinj001,L,,,,K,F,3,0,15
6257,PIT201909260,CHN,2,1,2,1,2,CFBS,0,2,musgj001,R,quinj001,L,,,,K,F,3,0,16
6261,PIT201909260,CHN,3,1,0,2,2,CBFBX,0,2,newmk001,R,quinj001,L,,,,S8/G,T,20,0,20
6262,PIT201909260,CHN,3,1,0,1,1,FB1X,0,2,fraza001,L,quinj001,L,newmk001,,,S8/G.1-2,F,20,0,21
6263,PIT201909260,CHN,3,1,0,1,2,BFFS,0,2,cabrm002,R,quinj001,L,fraza001,newmk001,,K,F,3,0,22
6264,PIT201909260,CHN,3,1,1,3,2,BBCFBX,0,2,osunj001,R,quinj001,L,fraza001,newmk001,,D9/L.2-H;1-H(E4)(NR),F,21,1,23
6265,PIT201909260,CHN,3,1,1,0,1,CX,0,4,reyep001,R,quinj001,L,,osunj001,,S9/G.2XH(92/TH);B-2(TH),F,20,0,24
6266,PIT201909260,CHN,3,1,2,1,2,C*BCX,0,4,stalj001,R,quinj001,L,,reyep001,,S8/L.2-H,F,20,1,25
6267,PIT201909260,CHN,3,1,2,2,1,B*BCX,0,5,elmoj001,R,quinj001,L,stalj001,,,13/G,F,2,0,26
6271,PIT201909260,CHN,4,1,0,0,0,X,0,5,gonze004,R,quinj001,L,,,,S2/G-,T,20,0,30
6272,PIT201909260,CHN,4,1,0,2,2,CB1S*BX,0,5,musgj001,R,quinj001,L,gonze004,,,64(1)3/GDP,F,2,0,31
6273,PIT201909260,CHN,4,1,2,0,2,CFS,0,5,newmk001,R,quinj001,L,,,,K,F,3,0,32
6278,PIT201909260,CHN,5,1,0,1,1,BCX,0,5,fraza001,L,quinj001,L,,,,7/F,T,2,0,37
6279,PIT201909260,CHN,5,1,1,2,1,BFBX,0,5,cabrm002,R,quinj001,L,,,,9/F,F,2,0,38
6280,PIT201909260,CHN,5,1,2,2,2,BCBFX,0,5,osunj001,R,quinj001,L,,,,S6/G,F,20,0,39
6281,PIT201909260,CHN,5,1,2,3,0,B*B*BX,0,5,reyep001,R,quinj001,L,osunj001,,,DGR/L+.1-3,F,21,0,40
6282,PIT201909260,CHN,5,1,2,1,1,S*BX,0,5,stalj001,R,quinj001,L,,reyep001,osunj001,E6/TH/G.3-H(UR)(NR);2-3,F,18,0,41
6283,PIT201909260,CHN,5,1,2,2,1,BCBX,0,6,elmoj001,R,quinj001,L,stalj001,,reyep001,S7/L.3-H(UR);1-2,F,20,1,42
6284,PIT201909260,CHN,5,1,2,1,1,*BFX,0,7,gonze004,R,quinj001,L,elmoj001,stalj001,,9/L,F,2,0,43
6292,PIT201909260,CHN,6,1,0,2,1,....BSBX,3,7,josec001,L,unded001,R,,,,D8/L,T,21,0,51
6293,PIT201909260,CHN,6,1,0,3,2,CBFF*BFBFX,3,7,newmk001,R,unded001,R,,josec001,,43/G.2-3,F,2,0,52
6294,PIT201909260,CHN,6,1,1,0,2,FCX,3,7,fraza001,L,unded001,R,,,josec001,S7/L.3-H,F,20,1,53
6295,PIT201909260,CHN,6,1,1,1,0,BB,3,8,cabrm002,L,unded001,R,fraza001,,,SB2,F,4,0,54
6296,PIT201909260,CHN,6,1,1,2,1,BB.CX,3,8,cabrm002,L,unded001,R,,fraza001,,D9/L.2-H,F,21,1,55
6297,PIT201909260,CHN,6,1,1,0,0,X,3,9,osunj001,R,unded001,R,,cabrm002,,3/G.2-3,F,2,0,56
6298,PIT201909260,CHN,6,1,2,1,1,*BFX,3,9,reyep001,R,unded001,R,,,cabrm002,23/G-,F,2,0,57
6305,PIT201909260,CHN,7,1,0,0,2,.CFX,5,9,stalj001,R,mapld001,R,,,,43/G,T,2,0,64
6306,PIT201909260,CHN,7,1,1,2,2,BCCFBFFFFT,5,9,elmoj001,R,mapld001,R,,,,K,F,3,0,65
6307,PIT201909260,CHN,7,1,2,1,2,CSBS,5,9,gonze004,R,mapld001,R,,,,K,F,3,0,66
6311,PIT201909260,CHN,8,1,0,0,2,.CSS,5,9,markp001,R,norwj001,R,,,,K,T,3,0,70
6312,PIT201909260,CHN,8,1,1,3,2,BBBCF*B,5,9,newmk001,R,norwj001,R,,,,W,F,14,0,71
6313,PIT201909260,CHN,8,1,1,2,0,1B*BX,5,9,fraza001,L,norwj001,R,newmk001,,,7/F,F,2,0,72
6314,PIT201909260,CHN,8,1,2,0,2,C1FX,5,9,cabrm002,L,norwj001,R,newmk001,,,S9/G.1-3,F,20,0,73
6315,PIT201909260,CHN,8,1,2,1,0,BX,5,9,osunj001,R,norwj001,R,cabrm002,,newmk001,43/G,F,2,0,74
6326,PIT201909270,CIN,1,1,0,2,2,BCBFFC,2,0,newmk001,R,desca001,R,,,,K,T,3,0,8
6327,PIT201909270,CIN,1,1,1,1,1,BSX,2,0,reyep001,R,desca001,R,,,,8/F,F,2,0,9
6328,PIT201909270,CIN,1,1,2,0,0,X,2,0,fraza001,L,desca001,R,,,,43/G,F,2,0,10
6332,PIT201909270,CIN,2,1,0,2,2,CBBCX,2,0,osunj001,R,desca001,R,,,,13/G-,T,2,0,14
6333,PIT201909270,CIN,2,1,1,0,0,X,2,0,kramk001,L,desca001,R,,,,8/L,F,2,0,15
6334,PIT201909270,CIN,2,1,2,2,0,BBX,2,0,stalj001,R,desca001,R,,,,63/G,F,2,0,16
6338,PIT201909270,CIN,3,1,0,0,1,FX,2,0,elmoj001,R,desca001,R,,,,S9/G,T,20,0,20
6339,PIT201909270,CIN,3,1,0,1,1,BSX,2,0,gonze004,R,desca001,R,elmoj001,,,S9/G.1-2,F,20,0,21
6340,PIT201909270,CIN,3,1,0,0,0,X,2,0,braus002,L,desca001,R,gonze004,elmoj001,,14/BG/SH.2-3;1-2,F,2,0,22
6341,PIT201909270,CIN,3,1,1,3,2,CBBSBB,2,0,newmk001,R,desca001,R,,gonze004,elmoj001,W,F,14,0,23
6342,PIT201909270,CIN,3,1,1,0,0,X,2,0,reyep001,R,desca001,R,newmk001,gonze004,elmoj001,52(3)/FO/G-.2-3;1-2,F,2,0,24
6343,PIT201909270,CIN,3,1,2,2,0,*BBX,2,0,fraza001,L,desca001,R,reyep001,newmk001,gonze004,5/P,F,2,0,25
6349,PIT201909270,CIN,4,1,0,1,0,BX,2,0,osunj001,R,desca001,R,,,,63/G,T,2,0,31
6350,PIT201909270,CIN,4,1,1,2,2,CBCFBC,2,0,kramk001,L,desca001,R,,,,K,F,3,0,32
6351,PIT201909270,CIN,4,1,2,0,2,FSX,2,0,stalj001,R,desca001,R,,,,S8/G,F,20,0,33
6352,PIT201909270,CIN,4,1,2,1,1,BCX,2,0,elmoj001,R,desca001,R,stalj001,,,43/G,F,2,0,34
6359,PIT201909270,CIN,5,1,0,0,0,X,4,0,gonze004,R,desca001,R,,,,S8/L,T,20,0,41
6360,PIT201909270,CIN,5,1,0,1,0,BX,4,0,braus002,L,desca001,R,gonze004,,,S9/G.1-3;B-2(E5),F,20,0,42
